,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
310,37,0,0,921,Research & Development,10,Bachelors,Medical,3,Female,98,High,1,Laboratory Technician,Low,Married,3452,17663,6,No,20,Very High,2,1,17,3,3,5,4,0,3
311,46,0,Non-Travel,1144,Research & Development,7,Masters,Medical,3,Female,30,High,2,Manufacturing Director,High,Married,5258,16044,2,No,14,High,3,0,7,2,4,1,0,0,0
312,50,0,0,1046,Research & Development,10,Bachelors,Technical Degree,4,Male,100,Medium,3,Healthcare Representative,Very High,Single,10496,2755,6,No,15,High,4,0,20,2,3,4,3,1,3
313,31,0,0,408,Research & Development,9,Masters,Life Sciences,3,Male,42,Medium,1,Research Scientist,Medium,Single,2657,7551,0,Yes,16,High,4,0,3,5,3,2,2,2,2
314,29,0,0,1283,Research & Development,23,Bachelors,Life Sciences,4,Male,54,High,1,Research Scientist,Very High,Single,2201,18168,9,No,16,High,4,0,6,4,3,3,2,1,2
315,35,0,0,755,Research & Development,9,Masters,Life Sciences,3,Male,97,Medium,2,Healthcare Representative,Medium,Single,6540,19394,9,No,19,High,3,0,10,5,3,1,1,0,0
316,27,0,0,1469,Research & Development,1,College,Medical,4,Male,82,High,1,Laboratory Technician,Medium,Divorced,3816,17881,1,No,11,High,2,1,5,2,3,5,2,0,4
317,28,0,0,304,Sales,9,Masters,Life Sciences,2,Male,92,High,2,Sales Executive,Very High,Single,5253,20750,1,No,16,High,4,0,7,1,3,7,5,0,7
318,49,0,0,1261,Research & Development,7,Bachelors,Other,2,Male,31,Medium,3,Healthcare Representative,High,Single,10965,12066,8,No,24,Very High,3,0,26,2,3,5,2,0,0
319,51,0,0,1178,Sales,14,College,Life Sciences,3,Female,87,High,2,Sales Executive,Very High,Married,4936,14862,4,No,11,High,3,1,18,2,2,7,7,0,7
320,36,0,0,329,Research & Development,2,Bachelors,Life Sciences,4,Female,96,High,1,Research Scientist,High,Married,2543,11868,4,No,13,High,2,1,6,3,3,2,2,2,2
321,55,0,0,1311,Research & Development,2,Bachelors,Life Sciences,3,Female,97,High,4,Manager,Very High,Single,16659,23258,2,Yes,13,High,3,0,30,2,3,5,4,1,2
322,24,0,0,1371,Sales,10,Masters,Marketing,4,Female,77,High,2,Sales Executive,High,Divorced,4260,5915,1,Yes,12,High,4,1,5,2,4,5,2,0,3
323,30,0,0,202,Sales,2,Below College,Technical Degree,3,Male,72,High,1,Sales Representative,Medium,Married,2476,17434,1,No,18,High,1,1,1,3,3,1,0,0,0
324,22,0,0,253,Research & Development,11,Bachelors,Medical,1,Female,43,High,1,Research Scientist,Medium,Married,2244,24440,1,No,13,High,4,1,2,1,3,2,1,1,2
325,36,0,0,164,Sales,2,College,Medical,2,Male,61,Medium,3,Sales Executive,High,Married,7596,3809,1,No,13,High,2,2,10,2,3,10,9,9,0
326,37,0,0,1107,Research & Development,14,Bachelors,Life Sciences,4,Female,95,High,1,Laboratory Technician,Low,Divorced,3034,26914,1,No,12,High,3,1,18,2,2,18,7,12,17
327,40,0,0,759,Sales,2,College,Marketing,4,Female,46,High,2,Sales Executive,Medium,Divorced,5715,22553,7,No,12,High,3,2,8,5,3,5,4,1,3
328,42,0,0,201,Research & Development,1,Masters,Life Sciences,2,Female,95,High,1,Laboratory Technician,Low,Divorced,2576,20490,3,No,16,High,2,1,8,5,3,5,2,1,2
329,37,0,0,1305,Research & Development,10,Masters,Life Sciences,3,Male,49,High,2,Manufacturing Director,Medium,Single,4197,21123,2,Yes,12,High,4,0,18,2,2,1,0,0,1
330,43,0,0,982,Research & Development,12,Bachelors,Life Sciences,1,Male,59,Medium,4,Research Director,Medium,Divorced,14336,4345,1,No,11,High,3,1,25,3,3,25,10,3,9
331,40,0,0,555,Research & Development,2,Bachelors,Medical,2,Female,78,Medium,2,Laboratory Technician,High,Married,3448,13436,6,No,22,Very High,2,1,20,3,3,1,0,0,0
332,54,0,0,821,Research & Development,5,College,Medical,1,Male,86,High,5,Research Director,Low,Married,19406,8509,4,No,11,High,3,1,24,4,2,4,2,1,2
333,34,0,Non-Travel,1381,Sales,4,Masters,Marketing,3,Female,72,High,2,Sales Executive,High,Married,6538,12740,9,No,15,High,1,1,6,3,3,3,2,1,2
334,31,0,0,480,Research & Development,7,College,Medical,2,Female,31,High,2,Manufacturing Director,Low,Married,4306,4156,1,No,12,High,2,1,13,5,1,13,10,3,12
335,43,0,1,313,Research & Development,21,Bachelors,Medical,4,Male,61,High,1,Laboratory Technician,Very High,Married,2258,15238,7,No,20,Very High,1,1,8,1,3,3,2,1,2
336,43,0,0,1473,Research & Development,8,Masters,Other,3,Female,74,High,2,Healthcare Representative,High,Divorced,4522,2227,4,Yes,14,High,4,0,8,3,3,5,2,0,2
337,25,0,0,891,Sales,4,College,Life Sciences,2,Female,99,Medium,2,Sales Executive,Very High,Single,4487,12090,1,Yes,11,High,2,0,5,3,3,5,4,1,3
338,37,0,Non-Travel,1063,Research & Development,25,PhD,Medical,2,Female,72,High,2,Research Scientist,High,Married,4449,23866,3,Yes,15,High,1,2,15,2,3,13,11,10,7
339,31,0,0,329,Research & Development,1,College,Life Sciences,4,Male,98,Medium,1,Laboratory Technician,Low,Married,2218,16193,1,No,12,High,3,1,4,3,3,4,2,3,2
340,39,0,1,1218,Research & Development,1,Below College,Life Sciences,2,Male,52,High,5,Manager,High,Divorced,19197,8213,1,Yes,14,High,3,1,21,3,3,21,8,1,6
341,56,0,1,906,Sales,6,Bachelors,Life Sciences,3,Female,86,Very High,4,Sales Executive,Low,Married,13212,18256,9,No,11,High,4,3,36,0,2,7,7,7,7
342,30,0,0,1082,Sales,12,Bachelors,Technical Degree,2,Female,83,High,2,Sales Executive,High,Single,6577,19558,0,No,11,High,2,0,6,6,3,5,4,4,4
343,41,0,0,645,Sales,1,Bachelors,Marketing,2,Male,49,Very High,3,Sales Executive,Low,Married,8392,19566,1,No,16,High,3,1,10,2,3,10,7,0,7
344,28,0,0,1300,Research & Development,17,College,Medical,3,Male,79,High,2,Laboratory Technician,Low,Divorced,4558,13535,1,No,12,High,4,1,10,2,3,10,0,1,8
345,52,0,0,319,Research & Development,3,Bachelors,Medical,4,Male,39,Medium,3,Manufacturing Director,High,Married,7969,19609,2,Yes,14,High,3,0,28,4,3,5,4,0,4
346,45,0,0,192,Research & Development,10,College,Life Sciences,1,Male,69,High,1,Research Scientist,Very High,Married,2654,9655,3,No,21,Very High,4,2,8,3,2,2,2,0,2
347,52,0,0,1490,Research & Development,4,College,Life Sciences,4,Female,30,High,4,Manager,Very High,Married,16555,10310,2,No,13,High,4,0,31,2,1,5,2,1,4
348,42,0,1,532,Research & Development,29,College,Life Sciences,1,Female,92,High,2,Research Scientist,High,Divorced,4556,12932,2,No,11,High,2,1,19,3,3,5,4,0,2
349,30,0,0,317,Research & Development,2,Bachelors,Life Sciences,3,Female,43,Low,2,Manufacturing Director,Very High,Single,6091,24793,2,No,20,Very High,3,0,11,2,3,5,4,0,2
350,60,0,0,422,Research & Development,7,Bachelors,Life Sciences,1,Female,41,High,5,Manager,Low,Married,19566,3854,5,No,11,High,4,0,33,5,1,29,8,11,10
351,46,0,0,1485,Research & Development,18,Bachelors,Medical,3,Female,87,High,2,Manufacturing Director,High,Divorced,4810,26314,2,No,14,High,3,1,19,5,2,10,7,0,8
352,42,0,1,1368,Research & Development,28,Masters,Technical Degree,4,Female,88,Medium,2,Healthcare Representative,Very High,Married,4523,4386,0,No,11,High,4,3,7,4,4,6,5,0,4
353,38,0,1,1490,Research & Development,2,College,Life Sciences,4,Male,42,High,1,Laboratory Technician,Very High,Married,1702,12106,1,Yes,23,Very High,3,1,1,3,3,1,0,0,0
354,40,0,0,1398,Sales,2,Masters,Life Sciences,3,Female,79,High,5,Manager,High,Married,18041,13022,0,No,14,High,4,0,21,2,3,20,15,1,12
355,26,0,0,1349,Research & Development,23,Bachelors,Life Sciences,1,Female,90,High,1,Research Scientist,Very High,Divorced,2886,3032,1,No,22,Very High,2,2,3,3,1,3,2,0,2
356,30,0,Non-Travel,1400,Research & Development,3,Bachelors,Life Sciences,3,Male,53,High,1,Laboratory Technician,Very High,Married,2097,16734,4,No,15,High,3,1,9,3,1,5,3,1,4
357,29,0,0,986,Research & Development,3,Masters,Medical,2,Male,93,Medium,3,Research Director,High,Married,11935,21526,1,No,18,High,3,0,10,2,3,10,2,0,7
358,30,0,Non-Travel,1398,Sales,22,Masters,Other,3,Female,69,High,3,Sales Executive,Low,Married,8412,2890,0,No,11,High,3,0,10,3,3,9,8,7,8
359,57,0,0,210,Sales,29,Bachelors,Marketing,1,Male,56,Medium,4,Manager,Very High,Divorced,14118,22102,3,No,12,High,3,1,32,3,2,1,0,0,0
360,50,0,0,1099,Research & Development,29,Masters,Life Sciences,2,Male,88,Medium,4,Manager,High,Married,17046,9314,0,No,15,High,2,1,28,2,3,27,10,15,7
361,30,0,Non-Travel,1116,Research & Development,2,Bachelors,Medical,3,Female,49,High,1,Laboratory Technician,Very High,Single,2564,7181,0,No,14,High,3,0,12,2,2,11,7,6,7
362,60,0,1,1499,Sales,28,Bachelors,Marketing,3,Female,80,Medium,3,Sales Executive,Low,Married,10266,2845,4,No,19,High,4,0,22,5,4,18,13,13,11
363,47,0,0,983,Research & Development,2,College,Medical,1,Female,65,High,2,Manufacturing Director,Very High,Divorced,5070,7389,5,No,13,High,3,3,20,2,3,5,0,0,4
364,46,0,0,1009,Research & Development,2,Bachelors,Life Sciences,1,Male,51,High,4,Research Director,High,Married,17861,2288,6,No,13,High,3,0,26,2,1,3,2,0,1
365,35,0,0,144,Research & Development,22,Bachelors,Life Sciences,4,Male,46,Low,1,Laboratory Technician,High,Single,4230,19225,0,No,15,High,3,0,6,2,3,5,4,4,3
366,54,0,0,548,Research & Development,8,Masters,Life Sciences,3,Female,42,High,2,Laboratory Technician,High,Single,3780,23428,7,No,11,High,3,0,19,3,3,1,0,0,0
367,34,0,0,1303,Research & Development,2,Masters,Life Sciences,4,Male,62,Medium,1,Research Scientist,High,Divorced,2768,8416,3,No,12,High,3,1,14,3,3,7,3,5,7
368,46,0,0,1125,Sales,10,Bachelors,Marketing,3,Female,94,Medium,3,Sales Executive,Very High,Married,9071,11563,2,Yes,19,High,3,1,15,3,3,3,2,1,2
369,31,0,0,1274,Research & Development,9,Below College,Life Sciences,3,Male,33,High,3,Manufacturing Director,Medium,Divorced,10648,14394,1,No,25,Very High,4,1,13,6,4,13,8,0,8
370,30,0,0,413,Sales,7,Below College,Marketing,4,Male,57,High,1,Sales Representative,Medium,Single,2983,18398,0,No,14,High,1,0,4,3,3,3,2,1,2
371,35,0,0,1276,Research & Development,16,Bachelors,Life Sciences,4,Male,72,High,3,Healthcare Representative,High,Married,7632,14295,4,Yes,12,High,3,0,10,2,3,8,7,0,0
372,42,0,1,1474,Research & Development,5,College,Other,2,Male,97,High,1,Laboratory Technician,High,Married,2093,9260,4,No,17,High,4,1,8,4,3,2,2,2,0
373,36,0,Non-Travel,635,Sales,10,Masters,Medical,2,Male,32,High,3,Sales Executive,Very High,Single,9980,15318,1,No,14,High,4,0,10,3,2,10,3,9,7
374,48,0,0,163,Sales,2,PhD,Marketing,2,Female,37,High,2,Sales Executive,Very High,Married,4051,19658,2,No,14,High,1,1,14,2,3,9,7,6,7
375,55,0,0,1117,Sales,18,PhD,Life Sciences,1,Female,83,High,4,Manager,Medium,Single,16835,9873,3,No,23,Very High,4,0,37,2,3,10,9,7,7
376,41,0,Non-Travel,267,Sales,10,College,Life Sciences,4,Male,56,High,2,Sales Executive,Very High,Single,6230,13430,7,No,14,High,4,0,16,3,3,14,3,1,10
377,35,0,0,619,Sales,1,Bachelors,Marketing,2,Male,85,High,2,Sales Executive,High,Married,4717,18659,9,No,11,High,3,0,15,2,3,11,9,6,9
378,40,0,0,302,Research & Development,6,Bachelors,Life Sciences,2,Female,75,High,4,Manufacturing Director,High,Single,13237,20364,7,No,15,High,3,0,22,3,3,20,6,5,13
379,39,0,1,443,Research & Development,8,Below College,Life Sciences,3,Female,48,High,1,Laboratory Technician,High,Married,3755,17872,1,No,11,High,1,1,8,3,3,8,3,0,7
380,31,0,0,828,Sales,2,Below College,Life Sciences,2,Male,77,High,2,Sales Executive,Very High,Single,6582,8346,4,Yes,13,High,3,0,10,2,4,6,5,0,5
381,42,0,0,319,Research & Development,24,Bachelors,Medical,4,Male,56,High,3,Manufacturing Director,Low,Married,7406,6950,1,Yes,21,Very High,4,1,10,5,2,10,9,5,8
382,45,0,0,561,Sales,2,Bachelors,Other,4,Male,61,High,2,Sales Executive,Medium,Married,4805,16177,0,No,19,High,2,1,9,3,4,8,7,3,7
383,29,0,0,232,Research & Development,19,Bachelors,Technical Degree,4,Male,34,High,2,Manufacturing Director,Very High,Divorced,4262,22645,4,No,12,High,2,2,8,2,4,3,2,1,2
384,33,0,0,922,Research & Development,1,PhD,Medical,1,Female,95,Very High,4,Research Director,High,Divorced,16184,22578,4,No,19,High,3,1,10,2,3,6,1,0,5
385,31,0,0,688,Sales,7,Bachelors,Life Sciences,3,Male,44,Medium,3,Manager,Very High,Divorced,11557,25291,9,No,21,Very High,3,1,10,3,2,5,4,0,1
386,40,0,Non-Travel,1094,Sales,28,Bachelors,Other,3,Male,58,Low,3,Sales Executive,Low,Divorced,10932,11373,3,No,15,High,3,1,20,2,3,1,0,0,1
387,41,0,Non-Travel,509,Research & Development,2,Masters,Other,1,Female,62,Medium,2,Healthcare Representative,High,Single,6811,2112,2,Yes,17,High,1,0,10,3,3,8,7,0,7
388,26,0,0,775,Sales,29,College,Medical,1,Male,45,High,2,Sales Executive,High,Divorced,4306,4267,5,No,12,High,1,2,8,5,3,0,0,0,0
389,35,0,0,195,Sales,1,Bachelors,Medical,1,Female,80,High,2,Sales Executive,High,Single,4859,6698,1,No,16,High,4,0,5,3,3,5,4,0,3
390,34,0,0,258,Sales,21,Masters,Life Sciences,4,Male,74,Very High,2,Sales Executive,Very High,Single,5337,19921,1,No,12,High,4,0,10,3,3,10,7,5,7
391,37,0,0,799,Research & Development,1,Bachelors,Technical Degree,2,Female,59,High,3,Manufacturing Director,Very High,Single,7491,23848,4,No,17,High,4,0,12,3,4,6,5,1,2
392,46,0,1,1034,Research & Development,18,Below College,Medical,1,Female,86,High,3,Healthcare Representative,High,Married,10527,8984,5,No,11,High,4,0,28,3,2,2,2,1,2
393,41,0,0,1276,Sales,2,PhD,Life Sciences,2,Female,91,High,4,Manager,Low,Married,16595,5626,7,No,16,High,2,1,22,2,3,18,16,11,8
394,37,0,Non-Travel,142,Sales,9,Masters,Medical,1,Male,69,High,3,Sales Executive,Medium,Divorced,8834,24666,1,No,13,High,4,1,9,6,3,9,5,7,7
395,52,0,0,956,Research & Development,6,College,Technical Degree,4,Male,78,High,2,Research Scientist,Low,Divorced,5577,22087,3,Yes,12,High,2,2,18,3,3,10,9,6,9
396,24,0,1,535,Sales,24,Bachelors,Medical,4,Male,38,High,1,Sales Representative,Very High,Married,2400,5530,0,No,13,High,3,2,3,3,3,2,2,2,1
397,38,0,0,1495,Research & Development,10,Bachelors,Medical,3,Female,76,High,2,Healthcare Representative,High,Married,9824,22174,3,No,19,High,3,1,18,4,3,1,0,0,0
398,37,0,0,446,Research & Development,1,Masters,Life Sciences,2,Female,65,High,2,Manufacturing Director,Medium,Married,6447,15701,6,No,12,High,2,1,8,2,2,6,5,4,3
399,49,0,0,1245,Research & Development,18,Masters,Life Sciences,4,Male,58,Medium,5,Research Director,High,Divorced,19502,2125,1,Yes,17,High,3,1,31,5,3,31,9,0,9
400,24,0,0,691,Research & Development,23,Bachelors,Medical,2,Male,89,Very High,1,Research Scientist,Very High,Married,2725,21630,1,Yes,11,High,2,2,6,3,3,6,5,1,4
401,26,0,0,703,Sales,28,College,Marketing,1,Male,66,High,2,Sales Executive,Medium,Married,6272,7428,1,No,20,Very High,4,2,6,5,4,5,3,1,4
402,24,0,0,823,Research & Development,17,College,Other,4,Male,94,Medium,1,Laboratory Technician,Medium,Married,2127,9100,1,No,21,Very High,4,1,1,2,3,1,0,0,0
403,50,0,1,1246,Human Resources,3,Bachelors,Medical,1,Male,99,High,5,Manager,Medium,Married,18200,7999,1,No,11,High,3,1,32,2,3,32,5,10,7
404,25,0,0,622,Sales,13,Below College,Medical,2,Male,40,High,1,Sales Representative,High,Married,2096,26376,1,No,11,High,3,0,7,1,3,7,4,0,6
405,34,0,0,254,Research & Development,1,College,Life Sciences,2,Male,83,Medium,1,Research Scientist,Very High,Married,3622,22794,1,Yes,13,High,4,1,6,3,3,6,5,1,3
406,35,0,0,538,Research & Development,25,College,Other,1,Male,54,Medium,2,Laboratory Technician,Very High,Single,3681,14004,4,No,14,High,4,0,9,3,3,3,2,0,2
407,31,0,0,525,Sales,6,Masters,Medical,1,Male,66,Very High,2,Sales Executive,Very High,Divorced,5460,6219,4,No,22,Very High,4,2,13,4,4,7,7,5,7
408,27,0,0,798,Research & Development,6,Masters,Medical,1,Female,66,Medium,1,Research Scientist,High,Divorced,2187,5013,0,No,12,High,3,2,6,5,2,5,3,0,3
409,37,0,0,558,Sales,2,Bachelors,Marketing,4,Male,75,High,2,Sales Executive,High,Married,9602,3010,4,Yes,11,High,3,1,17,3,2,3,0,1,0
410,20,0,0,959,Research & Development,1,Bachelors,Life Sciences,4,Female,83,Medium,1,Research Scientist,Medium,Single,2836,11757,1,No,13,High,4,0,1,0,4,1,0,0,0
411,42,0,0,622,Research & Development,2,Masters,Life Sciences,3,Female,81,High,2,Healthcare Representative,Very High,Married,4089,5718,1,No,13,High,2,2,10,4,3,10,2,2,2
412,43,0,0,782,Research & Development,6,Masters,Other,2,Male,50,Medium,4,Research Director,Very High,Divorced,16627,2671,4,Yes,14,High,3,1,21,3,2,1,0,0,0
413,38,0,0,362,Research & Development,1,Below College,Life Sciences,3,Female,43,High,1,Research Scientist,Low,Single,2619,14561,3,No,17,High,4,0,8,3,2,0,0,0,0
414,43,0,1,1001,Research & Development,9,PhD,Medical,4,Male,72,High,2,Laboratory Technician,High,Divorced,5679,19627,3,Yes,13,High,2,1,10,3,3,8,7,4,7
415,48,0,0,1236,Research & Development,1,Masters,Life Sciences,4,Female,40,Medium,4,Manager,Low,Married,15402,17997,7,No,11,High,1,1,21,3,1,3,2,0,2
416,44,0,0,1112,Human Resources,1,Masters,Life Sciences,1,Female,50,Medium,2,Human Resources,High,Single,5985,26894,4,No,11,High,2,0,10,1,4,2,2,0,2
417,34,0,0,204,Sales,14,Bachelors,Technical Degree,3,Female,31,High,1,Sales Representative,High,Divorced,2579,2912,1,Yes,18,High,4,2,8,3,3,8,2,0,6
418,21,0,0,1343,Sales,22,Below College,Technical Degree,3,Male,49,High,1,Sales Representative,High,Single,3447,24444,1,No,11,High,3,0,3,2,3,3,2,1,2
419,44,0,0,1315,Research & Development,3,Masters,Other,4,Male,35,High,5,Manager,Very High,Married,19513,9358,4,Yes,12,High,1,1,26,2,4,2,2,0,1
420,22,0,0,604,Research & Development,6,Below College,Medical,1,Male,69,High,1,Research Scientist,High,Married,2773,12145,0,No,20,Very High,4,0,3,3,3,2,2,2,2
421,33,0,0,1216,Sales,8,Masters,Marketing,3,Male,39,High,2,Sales Executive,High,Divorced,7104,20431,0,No,12,High,4,0,6,3,3,5,0,1,2
422,32,0,0,646,Research & Development,9,Masters,Life Sciences,1,Female,92,High,2,Research Scientist,Very High,Married,6322,18089,1,Yes,12,High,4,1,6,2,2,6,4,0,5
423,30,0,1,160,Research & Development,3,Bachelors,Medical,3,Female,71,High,1,Research Scientist,High,Divorced,2083,22653,1,No,20,Very High,3,1,1,2,3,1,0,0,0
424,53,0,0,238,Sales,1,Below College,Medical,4,Female,34,High,2,Sales Executive,Low,Single,8381,7507,7,No,20,Very High,4,0,18,2,4,14,7,8,10
425,34,0,0,1397,Research & Development,1,PhD,Life Sciences,2,Male,42,High,1,Research Scientist,Very High,Married,2691,7660,1,No,12,High,4,1,10,4,2,10,9,8,8
426,26,0,0,991,Research & Development,6,Bachelors,Life Sciences,3,Female,71,High,1,Laboratory Technician,Very High,Married,2659,17759,1,Yes,13,High,3,1,3,2,3,3,2,0,2
427,37,0,0,482,Research & Development,3,Bachelors,Other,3,Male,36,High,3,Manufacturing Director,High,Married,9434,9606,1,No,15,High,3,1,10,2,3,10,7,7,8
428,29,0,0,1176,Sales,3,College,Medical,2,Female,62,High,2,Sales Executive,High,Married,5561,3487,1,No,14,High,1,1,6,5,2,6,0,1,2
429,35,0,0,1017,Research & Development,6,Masters,Life Sciences,2,Male,82,Low,2,Research Scientist,Very High,Single,6646,19368,1,No,13,High,2,0,17,3,3,17,11,11,8
430,33,0,1,1296,Research & Development,6,Bachelors,Life Sciences,3,Male,30,High,2,Healthcare Representative,Very High,Divorced,7725,5335,3,No,23,Very High,3,1,15,2,1,13,11,4,7
431,54,0,0,397,Human Resources,19,Masters,Medical,3,Male,88,High,3,Human Resources,Medium,Married,10725,6729,2,No,15,High,3,1,16,1,4,9,7,7,1
432,36,0,0,913,Research & Development,9,College,Medical,2,Male,48,Medium,2,Manufacturing Director,Medium,Divorced,8847,13934,2,Yes,11,High,3,1,13,2,3,3,2,0,2
433,27,0,0,1115,Research & Development,3,Masters,Medical,1,Male,54,Medium,1,Research Scientist,Very High,Single,2045,15174,0,No,13,High,4,0,5,0,3,4,2,1,1
434,35,0,Non-Travel,727,Research & Development,3,Bachelors,Life Sciences,3,Male,41,Medium,1,Laboratory Technician,High,Married,1281,16900,1,No,18,High,3,2,1,3,3,1,0,0,0
435,23,0,0,885,Research & Development,4,Bachelors,Medical,1,Male,58,Very High,1,Research Scientist,Low,Married,2819,8544,2,No,16,High,1,1,5,3,4,3,2,0,2
436,25,0,0,810,Sales,8,Bachelors,Life Sciences,4,Male,57,Very High,2,Sales Executive,Medium,Married,4851,15678,0,No,22,Very High,3,1,4,4,3,3,2,1,2
437,38,0,0,243,Sales,7,Masters,Marketing,4,Female,46,Medium,2,Sales Executive,Very High,Single,4028,7791,0,No,20,Very High,1,0,8,2,3,7,7,0,5
438,29,0,1,806,Research & Development,1,Masters,Life Sciences,2,Male,76,Low,1,Research Scientist,Very High,Divorced,2720,18959,1,No,18,High,4,1,10,5,3,10,7,2,8
439,48,0,0,817,Sales,2,Below College,Marketing,2,Male,56,Very High,2,Sales Executive,Medium,Married,8120,18597,3,No,12,High,4,0,12,3,3,2,2,2,2
440,27,0,1,1410,Sales,3,Below College,Medical,4,Female,71,Very High,2,Sales Executive,Very High,Divorced,4647,16673,1,Yes,20,Very High,2,2,6,3,3,6,5,0,4
441,37,0,0,1225,Research & Development,10,College,Life Sciences,4,Male,80,Very High,1,Research Scientist,Very High,Single,4680,15232,3,No,17,High,1,0,4,2,3,1,0,0,0
442,50,0,0,1207,Research & Development,28,Below College,Medical,4,Male,74,Very High,1,Laboratory Technician,High,Married,3221,3297,1,Yes,11,High,3,3,20,3,3,20,8,3,8
443,34,0,0,1442,Research & Development,9,Bachelors,Medical,4,Female,46,Medium,3,Healthcare Representative,Medium,Single,8621,17654,1,No,14,High,2,0,9,3,4,8,7,7,7
444,39,0,0,408,Research & Development,2,Masters,Technical Degree,4,Female,80,Medium,2,Healthcare Representative,High,Single,4553,20978,1,No,11,High,1,0,20,4,3,20,7,11,10
445,32,0,0,929,Sales,10,Bachelors,Marketing,4,Male,55,High,2,Sales Executive,Very High,Single,5396,21703,1,No,12,High,4,0,10,2,2,10,7,0,8
446,38,0,0,827,Research & Development,1,Masters,Life Sciences,2,Female,33,Very High,2,Healthcare Representative,Very High,Single,7625,19383,0,No,13,High,3,0,10,4,2,9,7,1,8
447,27,0,0,608,Research & Development,1,College,Life Sciences,3,Female,68,High,3,Manufacturing Director,Low,Married,7412,6009,1,No,11,High,4,0,9,3,3,9,7,0,7
448,32,0,0,1018,Research & Development,3,College,Life Sciences,3,Female,39,High,3,Research Director,Very High,Single,11159,19373,3,No,15,High,4,0,10,6,3,7,7,7,7
449,47,0,0,703,Sales,14,Masters,Marketing,4,Male,42,High,2,Sales Executive,Low,Single,4960,11825,2,No,12,High,4,0,20,2,3,7,7,1,7
450,40,0,1,580,Sales,5,Masters,Life Sciences,4,Male,48,Medium,3,Sales Executive,Low,Married,10475,23772,5,Yes,21,Very High,3,1,20,2,3,18,13,1,12
451,53,0,0,970,Research & Development,7,Bachelors,Life Sciences,3,Male,59,Very High,4,Research Director,High,Married,14814,13514,3,No,19,High,3,0,32,3,3,5,1,1,3
452,41,0,0,427,Human Resources,10,Masters,Human Resources,2,Male,73,Medium,5,Manager,Very High,Divorced,19141,8861,3,No,15,High,2,3,23,2,2,21,6,12,6
453,60,0,0,1179,Sales,16,Masters,Marketing,1,Male,84,High,2,Sales Executive,Low,Single,5405,11924,8,No,14,High,4,0,10,1,3,2,2,2,2
454,27,0,1,294,Research & Development,10,College,Life Sciences,4,Male,32,High,3,Manufacturing Director,Low,Divorced,8793,4809,1,No,21,Very High,3,2,9,4,2,9,7,1,7
455,41,0,0,314,Human Resources,1,Bachelors,Human Resources,4,Male,59,Medium,5,Manager,High,Married,19189,19562,1,No,12,High,2,1,22,3,3,22,7,2,10
456,50,0,0,316,Sales,8,Masters,Marketing,4,Male,54,High,1,Sales Representative,Medium,Married,3875,9983,7,No,15,High,4,1,4,2,3,2,2,2,2
457,36,0,Non-Travel,427,Research & Development,8,Bachelors,Life Sciences,1,Female,63,Very High,3,Research Director,Low,Married,11713,20335,9,No,14,High,1,1,10,2,3,8,7,0,5
458,38,0,0,168,Research & Development,1,Bachelors,Life Sciences,3,Female,81,High,3,Manufacturing Director,High,Single,7861,15397,4,Yes,14,High,4,0,10,4,4,1,0,0,0
459,44,0,Non-Travel,381,Research & Development,24,Bachelors,Medical,1,Male,49,Low,1,Laboratory Technician,High,Single,3708,2104,2,No,14,High,3,0,9,5,3,5,2,1,4
460,47,0,1,217,Sales,3,Bachelors,Medical,4,Female,49,High,4,Sales Executive,High,Divorced,13770,10225,9,Yes,12,High,4,2,28,2,2,22,2,11,13
461,30,0,0,501,Sales,27,PhD,Marketing,3,Male,99,High,2,Sales Executive,Very High,Divorced,5304,25275,7,No,23,Very High,4,1,10,2,2,8,7,7,7
462,29,0,0,1396,Sales,10,Bachelors,Life Sciences,3,Male,99,High,1,Sales Representative,High,Single,2642,2755,1,No,11,High,3,0,1,6,3,1,0,0,0
463,43,0,1,775,Sales,15,Bachelors,Life Sciences,4,Male,47,Medium,2,Sales Executive,Very High,Married,6804,23683,3,No,18,High,3,1,7,5,3,2,2,2,2
464,34,0,0,970,Research & Development,8,College,Medical,2,Female,96,High,2,Healthcare Representative,High,Single,6142,7360,3,No,11,High,4,0,10,2,3,5,1,4,3
465,23,0,0,650,Research & Development,9,Below College,Medical,2,Male,37,High,1,Laboratory Technician,Low,Married,2500,4344,1,No,14,High,4,1,5,2,4,4,3,0,2
466,39,0,0,141,Human Resources,3,Bachelors,Human Resources,3,Female,44,Very High,2,Human Resources,Medium,Married,6389,18767,9,No,15,High,3,1,12,3,1,8,3,3,6
467,56,0,0,832,Research & Development,9,Bachelors,Medical,3,Male,81,High,4,Healthcare Representative,Very High,Married,11103,20420,7,No,11,High,3,0,30,1,2,10,7,1,1
468,40,0,0,804,Research & Development,2,Below College,Medical,4,Female,86,Medium,1,Research Scientist,Very High,Single,2342,22929,0,Yes,20,Very High,4,0,5,2,2,4,2,2,3
