,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
345,23,0,0,1309,Research & Development,26,1,Life Sciences,3,Male,83,High,1,Research Scientist,Very High,Divorced,2904,16092,1,No,12,High,3,2,4,2,2,4,2,0,2
346,41,0,0,483,Research & Development,6,3,Medical,4,Male,95,Medium,2,Manufacturing Director,Medium,Single,6032,10110,6,Yes,15,High,4,0,8,3,3,5,4,1,2
347,47,0,1,1309,Sales,4,1,Medical,2,Male,99,High,2,Sales Representative,High,Single,2976,25751,3,No,19,High,1,0,5,3,3,0,0,0,0
348,42,0,0,810,Research & Development,23,5,Life Sciences,1,Female,44,High,4,Research Director,Very High,Single,15992,15901,2,No,14,High,2,0,16,2,3,1,0,0,0
349,29,0,Non-Travel,746,Sales,2,3,Life Sciences,4,Male,61,High,2,Sales Executive,High,Married,4649,16928,1,No,14,High,1,1,4,3,2,4,3,0,2
350,42,0,0,544,Human Resources,2,1,Technical Degree,3,Male,52,High,1,Human Resources,High,Divorced,2696,24017,0,Yes,11,High,3,1,4,5,3,3,2,1,0
351,32,0,0,1062,Research & Development,2,3,Medical,3,Female,75,High,1,Laboratory Technician,Medium,Married,2370,3956,1,No,13,High,3,1,8,4,3,8,0,0,7
352,48,0,0,530,Sales,29,1,Medical,1,Female,91,High,3,Manager,High,Married,12504,23978,3,No,21,Very High,2,1,15,3,1,0,0,0,0
353,37,0,0,1319,Research & Development,6,3,Medical,3,Male,51,Very High,2,Research Scientist,Low,Divorced,5974,17001,4,Yes,13,High,1,2,13,2,3,7,7,6,7
354,30,0,Non-Travel,641,Sales,25,2,Technical Degree,4,Female,85,High,2,Sales Executive,High,Married,4736,6069,7,Yes,12,High,2,1,4,2,4,2,2,2,2
355,26,0,0,933,Sales,1,3,Life Sciences,3,Male,57,High,2,Sales Executive,High,Married,5296,20156,1,No,17,High,2,1,8,3,3,8,7,7,7
356,42,0,0,1332,Research & Development,2,4,Other,1,Male,98,Medium,2,Healthcare Representative,Very High,Single,6781,17078,3,No,23,Very High,2,0,14,6,3,1,0,0,0
357,21,1,1,756,Sales,1,1,Technical Degree,1,Female,99,Medium,1,Sales Representative,Medium,Single,2174,9150,1,Yes,11,High,3,0,3,3,3,3,2,1,2
358,36,0,Non-Travel,845,Sales,1,5,Medical,4,Female,45,High,2,Sales Executive,Very High,Single,6653,15276,4,No,15,High,2,0,7,6,3,1,0,0,0
359,36,0,1,541,Sales,3,4,Medical,1,Male,48,Medium,3,Sales Executive,Very High,Married,9699,7246,4,No,11,High,1,1,16,2,3,13,9,1,12
360,57,0,0,593,Research & Development,1,4,Medical,4,Male,88,High,2,Healthcare Representative,High,Married,6755,2967,2,No,11,High,3,0,15,2,3,3,2,1,2
361,40,0,0,1171,Research & Development,10,4,Life Sciences,4,Female,46,Very High,1,Laboratory Technician,High,Married,2213,22495,3,Yes,13,High,3,1,10,3,3,7,7,1,7
362,21,0,Non-Travel,895,Sales,9,2,Medical,1,Male,39,High,1,Sales Representative,Very High,Single,2610,2851,1,No,24,Very High,3,0,3,3,2,3,2,2,2
363,33,1,0,350,Sales,5,3,Marketing,4,Female,34,High,1,Sales Representative,High,Single,2851,9150,1,Yes,13,High,2,0,1,2,3,1,0,0,0
364,37,0,0,921,Research & Development,10,3,Medical,3,Female,98,High,1,Laboratory Technician,Low,Married,3452,17663,6,No,20,Very High,2,1,17,3,3,5,4,0,3
365,46,0,Non-Travel,1144,Research & Development,7,4,Medical,3,Female,30,High,2,Manufacturing Director,High,Married,5258,16044,2,No,14,High,3,0,7,2,4,1,0,0,0
366,41,1,1,143,Sales,4,3,Marketing,1,Male,56,High,2,Sales Executive,Medium,Single,9355,9558,1,No,18,High,3,0,8,5,3,8,7,7,7
367,50,0,0,1046,Research & Development,10,3,Technical Degree,4,Male,100,Medium,3,Healthcare Representative,Very High,Single,10496,2755,6,No,15,High,4,0,20,2,3,4,3,1,3
368,40,1,0,575,Sales,22,2,Marketing,3,Male,68,Medium,2,Sales Executive,High,Married,6380,6110,2,Yes,12,High,1,2,8,6,3,6,4,1,0
369,31,0,0,408,Research & Development,9,4,Life Sciences,3,Male,42,Medium,1,Research Scientist,Medium,Single,2657,7551,0,Yes,16,High,4,0,3,5,3,2,2,2,2
370,21,1,0,156,Sales,12,3,Life Sciences,3,Female,90,Very High,1,Sales Representative,Medium,Single,2716,25422,1,No,15,High,4,0,1,0,3,1,0,0,0
371,29,0,0,1283,Research & Development,23,3,Life Sciences,4,Male,54,High,1,Research Scientist,Very High,Single,2201,18168,9,No,16,High,4,0,6,4,3,3,2,1,2
372,35,0,0,755,Research & Development,9,4,Life Sciences,3,Male,97,Medium,2,Healthcare Representative,Medium,Single,6540,19394,9,No,19,High,3,0,10,5,3,1,1,0,0
373,27,0,0,1469,Research & Development,1,2,Medical,4,Male,82,High,1,Laboratory Technician,Medium,Divorced,3816,17881,1,No,11,High,2,1,5,2,3,5,2,0,4
374,28,0,0,304,Sales,9,4,Life Sciences,2,Male,92,High,2,Sales Executive,Very High,Single,5253,20750,1,No,16,High,4,0,7,1,3,7,5,0,7
375,49,0,0,1261,Research & Development,7,3,Other,2,Male,31,Medium,3,Healthcare Representative,High,Single,10965,12066,8,No,24,Very High,3,0,26,2,3,5,2,0,0
376,51,0,0,1178,Sales,14,2,Life Sciences,3,Female,87,High,2,Sales Executive,Very High,Married,4936,14862,4,No,11,High,3,1,18,2,2,7,7,0,7
377,36,0,0,329,Research & Development,2,3,Life Sciences,4,Female,96,High,1,Research Scientist,High,Married,2543,11868,4,No,13,High,2,1,6,3,3,2,2,2,2
378,34,1,Non-Travel,1362,Sales,19,3,Marketing,1,Male,67,Very High,2,Sales Executive,Very High,Single,5304,4652,8,Yes,13,High,2,0,9,3,2,5,2,0,4
379,55,0,0,1311,Research & Development,2,3,Life Sciences,3,Female,97,High,4,Manager,Very High,Single,16659,23258,2,Yes,13,High,3,0,30,2,3,5,4,1,2
380,24,0,0,1371,Sales,10,4,Marketing,4,Female,77,High,2,Sales Executive,High,Divorced,4260,5915,1,Yes,12,High,4,1,5,2,4,5,2,0,3
381,30,0,0,202,Sales,2,1,Technical Degree,3,Male,72,High,1,Sales Representative,Medium,Married,2476,17434,1,No,18,High,1,1,1,3,3,1,0,0,0
382,26,1,1,575,Research & Development,3,1,Technical Degree,3,Male,73,High,1,Research Scientist,Low,Single,3102,6582,0,No,22,Very High,3,0,7,2,3,6,4,0,4
383,22,0,0,253,Research & Development,11,3,Medical,1,Female,43,High,1,Research Scientist,Medium,Married,2244,24440,1,No,13,High,4,1,2,1,3,2,1,1,2
384,36,0,0,164,Sales,2,2,Medical,2,Male,61,Medium,3,Sales Executive,High,Married,7596,3809,1,No,13,High,2,2,10,2,3,10,9,9,0
385,30,1,1,464,Research & Development,4,3,Technical Degree,3,Male,40,High,1,Research Scientist,Very High,Single,2285,3427,9,Yes,23,Very High,3,0,3,4,3,1,0,0,0
386,37,0,0,1107,Research & Development,14,3,Life Sciences,4,Female,95,High,1,Laboratory Technician,Low,Divorced,3034,26914,1,No,12,High,3,1,18,2,2,18,7,12,17
387,40,0,0,759,Sales,2,2,Marketing,4,Female,46,High,2,Sales Executive,Medium,Divorced,5715,22553,7,No,12,High,3,2,8,5,3,5,4,1,3
388,42,0,0,201,Research & Development,1,4,Life Sciences,2,Female,95,High,1,Laboratory Technician,Low,Divorced,2576,20490,3,No,16,High,2,1,8,5,3,5,2,1,2
389,37,0,0,1305,Research & Development,10,4,Life Sciences,3,Male,49,High,2,Manufacturing Director,Medium,Single,4197,21123,2,Yes,12,High,4,0,18,2,2,1,0,0,1
390,43,0,0,982,Research & Development,12,3,Life Sciences,1,Male,59,Medium,4,Research Director,Medium,Divorced,14336,4345,1,No,11,High,3,1,25,3,3,25,10,3,9
391,40,0,0,555,Research & Development,2,3,Medical,2,Female,78,Medium,2,Laboratory Technician,High,Married,3448,13436,6,No,22,Very High,2,1,20,3,3,1,0,0,0
392,54,0,0,821,Research & Development,5,2,Medical,1,Male,86,High,5,Research Director,Low,Married,19406,8509,4,No,11,High,3,1,24,4,2,4,2,1,2
393,34,0,Non-Travel,1381,Sales,4,4,Marketing,3,Female,72,High,2,Sales Executive,High,Married,6538,12740,9,No,15,High,1,1,6,3,3,3,2,1,2
394,31,0,0,480,Research & Development,7,2,Medical,2,Female,31,High,2,Manufacturing Director,Low,Married,4306,4156,1,No,12,High,2,1,13,5,1,13,10,3,12
395,43,0,1,313,Research & Development,21,3,Medical,4,Male,61,High,1,Laboratory Technician,Very High,Married,2258,15238,7,No,20,Very High,1,1,8,1,3,3,2,1,2
396,43,0,0,1473,Research & Development,8,4,Other,3,Female,74,High,2,Healthcare Representative,High,Divorced,4522,2227,4,Yes,14,High,4,0,8,3,3,5,2,0,2
397,25,0,0,891,Sales,4,2,Life Sciences,2,Female,99,Medium,2,Sales Executive,Very High,Single,4487,12090,1,Yes,11,High,2,0,5,3,3,5,4,1,3
398,37,0,Non-Travel,1063,Research & Development,25,5,Medical,2,Female,72,High,2,Research Scientist,High,Married,4449,23866,3,Yes,15,High,1,2,15,2,3,13,11,10,7
399,31,0,0,329,Research & Development,1,2,Life Sciences,4,Male,98,Medium,1,Laboratory Technician,Low,Married,2218,16193,1,No,12,High,3,1,4,3,3,4,2,3,2
400,39,0,1,1218,Research & Development,1,1,Life Sciences,2,Male,52,High,5,Manager,High,Divorced,19197,8213,1,Yes,14,High,3,1,21,3,3,21,8,1,6
401,56,0,1,906,Sales,6,3,Life Sciences,3,Female,86,Very High,4,Sales Executive,Low,Married,13212,18256,9,No,11,High,4,3,36,0,2,7,7,7,7
402,30,0,0,1082,Sales,12,3,Technical Degree,2,Female,83,High,2,Sales Executive,High,Single,6577,19558,0,No,11,High,2,0,6,6,3,5,4,4,4
403,41,0,0,645,Sales,1,3,Marketing,2,Male,49,Very High,3,Sales Executive,Low,Married,8392,19566,1,No,16,High,3,1,10,2,3,10,7,0,7
404,28,0,0,1300,Research & Development,17,2,Medical,3,Male,79,High,2,Laboratory Technician,Low,Divorced,4558,13535,1,No,12,High,4,1,10,2,3,10,0,1,8
405,25,1,0,688,Research & Development,3,3,Medical,1,Male,91,High,1,Laboratory Technician,Low,Married,4031,9396,5,No,13,High,3,1,6,5,3,2,2,0,2
406,52,0,0,319,Research & Development,3,3,Medical,4,Male,39,Medium,3,Manufacturing Director,High,Married,7969,19609,2,Yes,14,High,3,0,28,4,3,5,4,0,4
407,45,0,0,192,Research & Development,10,2,Life Sciences,1,Male,69,High,1,Research Scientist,Very High,Married,2654,9655,3,No,21,Very High,4,2,8,3,2,2,2,0,2
408,52,0,0,1490,Research & Development,4,2,Life Sciences,4,Female,30,High,4,Manager,Very High,Married,16555,10310,2,No,13,High,4,0,31,2,1,5,2,1,4
409,42,0,1,532,Research & Development,29,2,Life Sciences,1,Female,92,High,2,Research Scientist,High,Divorced,4556,12932,2,No,11,High,2,1,19,3,3,5,4,0,2
410,30,0,0,317,Research & Development,2,3,Life Sciences,3,Female,43,Low,2,Manufacturing Director,Very High,Single,6091,24793,2,No,20,Very High,3,0,11,2,3,5,4,0,2
411,60,0,0,422,Research & Development,7,3,Life Sciences,1,Female,41,High,5,Manager,Low,Married,19566,3854,5,No,11,High,4,0,33,5,1,29,8,11,10
412,46,0,0,1485,Research & Development,18,3,Medical,3,Female,87,High,2,Manufacturing Director,High,Divorced,4810,26314,2,No,14,High,3,1,19,5,2,10,7,0,8
413,42,0,1,1368,Research & Development,28,4,Technical Degree,4,Female,88,Medium,2,Healthcare Representative,Very High,Married,4523,4386,0,No,11,High,4,3,7,4,4,6,5,0,4
414,24,1,0,1448,Sales,1,1,Technical Degree,1,Female,62,High,1,Sales Representative,Medium,Single,3202,21972,1,Yes,16,High,2,0,6,4,3,5,3,1,4
415,34,1,1,296,Sales,6,2,Marketing,4,Female,33,Low,1,Sales Representative,High,Divorced,2351,12253,0,No,16,High,4,1,3,3,2,2,2,1,0
416,38,0,1,1490,Research & Development,2,2,Life Sciences,4,Male,42,High,1,Laboratory Technician,Very High,Married,1702,12106,1,Yes,23,Very High,3,1,1,3,3,1,0,0,0
417,40,0,0,1398,Sales,2,4,Life Sciences,3,Female,79,High,5,Manager,High,Married,18041,13022,0,No,14,High,4,0,21,2,3,20,15,1,12
418,26,0,0,1349,Research & Development,23,3,Life Sciences,1,Female,90,High,1,Research Scientist,Very High,Divorced,2886,3032,1,No,22,Very High,2,2,3,3,1,3,2,0,2
419,30,0,Non-Travel,1400,Research & Development,3,3,Life Sciences,3,Male,53,High,1,Laboratory Technician,Very High,Married,2097,16734,4,No,15,High,3,1,9,3,1,5,3,1,4
420,29,0,0,986,Research & Development,3,4,Medical,2,Male,93,Medium,3,Research Director,High,Married,11935,21526,1,No,18,High,3,0,10,2,3,10,2,0,7
421,29,1,0,408,Research & Development,25,5,Technical Degree,3,Female,71,Medium,1,Research Scientist,Medium,Married,2546,18300,5,No,16,High,2,0,6,2,4,2,2,1,1
422,19,1,0,489,Human Resources,2,2,Technical Degree,1,Male,52,Medium,1,Human Resources,Very High,Single,2564,18437,1,No,12,High,3,0,1,3,4,1,0,0,0
423,30,0,Non-Travel,1398,Sales,22,4,Other,3,Female,69,High,3,Sales Executive,Low,Married,8412,2890,0,No,11,High,3,0,10,3,3,9,8,7,8
424,57,0,0,210,Sales,29,3,Marketing,1,Male,56,Medium,4,Manager,Very High,Divorced,14118,22102,3,No,12,High,3,1,32,3,2,1,0,0,0
425,50,0,0,1099,Research & Development,29,4,Life Sciences,2,Male,88,Medium,4,Manager,High,Married,17046,9314,0,No,15,High,2,1,28,2,3,27,10,15,7
426,30,0,Non-Travel,1116,Research & Development,2,3,Medical,3,Female,49,High,1,Laboratory Technician,Very High,Single,2564,7181,0,No,14,High,3,0,12,2,2,11,7,6,7
427,60,0,1,1499,Sales,28,3,Marketing,3,Female,80,Medium,3,Sales Executive,Low,Married,10266,2845,4,No,19,High,4,0,22,5,4,18,13,13,11
428,47,0,0,983,Research & Development,2,2,Medical,1,Female,65,High,2,Manufacturing Director,Very High,Divorced,5070,7389,5,No,13,High,3,3,20,2,3,5,0,0,4
429,46,0,0,1009,Research & Development,2,3,Life Sciences,1,Male,51,High,4,Research Director,High,Married,17861,2288,6,No,13,High,3,0,26,2,1,3,2,0,1
430,35,0,0,144,Research & Development,22,3,Life Sciences,4,Male,46,Low,1,Laboratory Technician,High,Single,4230,19225,0,No,15,High,3,0,6,2,3,5,4,4,3
431,54,0,0,548,Research & Development,8,4,Life Sciences,3,Female,42,High,2,Laboratory Technician,High,Single,3780,23428,7,No,11,High,3,0,19,3,3,1,0,0,0
432,34,0,0,1303,Research & Development,2,4,Life Sciences,4,Male,62,Medium,1,Research Scientist,High,Divorced,2768,8416,3,No,12,High,3,1,14,3,3,7,3,5,7
433,46,0,0,1125,Sales,10,3,Marketing,3,Female,94,Medium,3,Sales Executive,Very High,Married,9071,11563,2,Yes,19,High,3,1,15,3,3,3,2,1,2
434,31,0,0,1274,Research & Development,9,1,Life Sciences,3,Male,33,High,3,Manufacturing Director,Medium,Divorced,10648,14394,1,No,25,Very High,4,1,13,6,4,13,8,0,8
435,33,1,0,1277,Research & Development,15,1,Medical,2,Male,56,High,3,Manager,High,Married,13610,24619,7,Yes,12,High,4,0,15,2,4,7,6,7,7
436,33,1,0,587,Research & Development,10,1,Medical,1,Male,38,Low,1,Laboratory Technician,Very High,Divorced,3408,6705,7,No,13,High,1,3,8,2,3,4,3,1,3
437,30,0,0,413,Sales,7,1,Marketing,4,Male,57,High,1,Sales Representative,Medium,Single,2983,18398,0,No,14,High,1,0,4,3,3,3,2,1,2
438,35,0,0,1276,Research & Development,16,3,Life Sciences,4,Male,72,High,3,Healthcare Representative,High,Married,7632,14295,4,Yes,12,High,3,0,10,2,3,8,7,0,0
439,31,1,1,534,Research & Development,20,3,Life Sciences,1,Male,66,High,3,Healthcare Representative,High,Married,9824,22908,3,No,12,High,1,0,12,2,3,1,0,0,0
440,34,1,1,988,Human Resources,23,3,Human Resources,2,Female,43,High,3,Human Resources,Low,Divorced,9950,11533,9,Yes,15,High,3,3,11,2,3,3,2,0,2
441,42,0,1,1474,Research & Development,5,2,Other,2,Male,97,High,1,Laboratory Technician,High,Married,2093,9260,4,No,17,High,4,1,8,4,3,2,2,2,0
442,36,0,Non-Travel,635,Sales,10,4,Medical,2,Male,32,High,3,Sales Executive,Very High,Single,9980,15318,1,No,14,High,4,0,10,3,2,10,3,9,7
443,22,1,1,1368,Research & Development,4,1,Technical Degree,3,Male,99,Medium,1,Laboratory Technician,High,Single,3894,9129,5,No,16,High,3,0,4,3,3,2,2,1,2
444,48,0,0,163,Sales,2,5,Marketing,2,Female,37,High,2,Sales Executive,Very High,Married,4051,19658,2,No,14,High,1,1,14,2,3,9,7,6,7
445,55,0,0,1117,Sales,18,5,Life Sciences,1,Female,83,High,4,Manager,Medium,Single,16835,9873,3,No,23,Very High,4,0,37,2,3,10,9,7,7
446,41,0,Non-Travel,267,Sales,10,2,Life Sciences,4,Male,56,High,2,Sales Executive,Very High,Single,6230,13430,7,No,14,High,4,0,16,3,3,14,3,1,10
447,35,0,0,619,Sales,1,3,Marketing,2,Male,85,High,2,Sales Executive,High,Married,4717,18659,9,No,11,High,3,0,15,2,3,11,9,6,9
448,40,0,0,302,Research & Development,6,3,Life Sciences,2,Female,75,High,4,Manufacturing Director,High,Single,13237,20364,7,No,15,High,3,0,22,3,3,20,6,5,13
449,39,0,1,443,Research & Development,8,1,Life Sciences,3,Female,48,High,1,Laboratory Technician,High,Married,3755,17872,1,No,11,High,1,1,8,3,3,8,3,0,7
450,31,0,0,828,Sales,2,1,Life Sciences,2,Male,77,High,2,Sales Executive,Very High,Single,6582,8346,4,Yes,13,High,3,0,10,2,4,6,5,0,5
451,42,0,0,319,Research & Development,24,3,Medical,4,Male,56,High,3,Manufacturing Director,Low,Married,7406,6950,1,Yes,21,Very High,4,1,10,5,2,10,9,5,8
452,45,0,0,561,Sales,2,3,Other,4,Male,61,High,2,Sales Executive,Medium,Married,4805,16177,0,No,19,High,2,1,9,3,4,8,7,3,7
453,26,1,1,426,Human Resources,17,4,Life Sciences,2,Female,58,High,1,Human Resources,High,Divorced,2741,22808,0,Yes,11,High,2,1,8,2,2,7,7,1,0
454,29,0,0,232,Research & Development,19,3,Technical Degree,4,Male,34,High,2,Manufacturing Director,Very High,Divorced,4262,22645,4,No,12,High,2,2,8,2,4,3,2,1,2
455,33,0,0,922,Research & Development,1,5,Medical,1,Female,95,Very High,4,Research Director,High,Divorced,16184,22578,4,No,19,High,3,1,10,2,3,6,1,0,5
456,31,0,0,688,Sales,7,3,Life Sciences,3,Male,44,Medium,3,Manager,Very High,Divorced,11557,25291,9,No,21,Very High,3,1,10,3,2,5,4,0,1
457,18,1,1,1306,Sales,5,3,Marketing,2,Male,69,High,1,Sales Representative,Medium,Single,1878,8059,1,Yes,14,High,4,0,0,3,3,0,0,0,0
458,40,0,Non-Travel,1094,Sales,28,3,Other,3,Male,58,Low,3,Sales Executive,Low,Divorced,10932,11373,3,No,15,High,3,1,20,2,3,1,0,0,1
459,41,0,Non-Travel,509,Research & Development,2,4,Other,1,Female,62,Medium,2,Healthcare Representative,High,Single,6811,2112,2,Yes,17,High,1,0,10,3,3,8,7,0,7
460,26,0,0,775,Sales,29,2,Medical,1,Male,45,High,2,Sales Executive,High,Divorced,4306,4267,5,No,12,High,1,2,8,5,3,0,0,0,0
461,35,0,0,195,Sales,1,3,Medical,1,Female,80,High,2,Sales Executive,High,Single,4859,6698,1,No,16,High,4,0,5,3,3,5,4,0,3
462,34,0,0,258,Sales,21,4,Life Sciences,4,Male,74,Very High,2,Sales Executive,Very High,Single,5337,19921,1,No,12,High,4,0,10,3,3,10,7,5,7
463,26,1,0,471,Research & Development,24,3,Technical Degree,3,Male,66,Low,1,Laboratory Technician,Very High,Single,2340,23213,1,Yes,18,High,2,0,1,3,1,1,0,0,0
464,37,0,0,799,Research & Development,1,3,Technical Degree,2,Female,59,High,3,Manufacturing Director,Very High,Single,7491,23848,4,No,17,High,4,0,12,3,4,6,5,1,2
465,46,0,1,1034,Research & Development,18,1,Medical,1,Female,86,High,3,Healthcare Representative,High,Married,10527,8984,5,No,11,High,4,0,28,3,2,2,2,1,2
466,41,0,0,1276,Sales,2,5,Life Sciences,2,Female,91,High,4,Manager,Low,Married,16595,5626,7,No,16,High,2,1,22,2,3,18,16,11,8
467,37,0,Non-Travel,142,Sales,9,4,Medical,1,Male,69,High,3,Sales Executive,Medium,Divorced,8834,24666,1,No,13,High,4,1,9,6,3,9,5,7,7
468,52,0,0,956,Research & Development,6,2,Technical Degree,4,Male,78,High,2,Research Scientist,Low,Divorced,5577,22087,3,Yes,12,High,2,2,18,3,3,10,9,6,9
469,32,1,Non-Travel,1474,Sales,11,4,Other,4,Male,60,Very High,2,Sales Executive,High,Married,4707,23914,8,No,12,High,4,0,6,2,3,4,2,1,2
470,24,0,1,535,Sales,24,3,Medical,4,Male,38,High,1,Sales Representative,Very High,Married,2400,5530,0,No,13,High,3,2,3,3,3,2,2,2,1
471,38,0,0,1495,Research & Development,10,3,Medical,3,Female,76,High,2,Healthcare Representative,High,Married,9824,22174,3,No,19,High,3,1,18,4,3,1,0,0,0
472,37,0,0,446,Research & Development,1,4,Life Sciences,2,Female,65,High,2,Manufacturing Director,Medium,Married,6447,15701,6,No,12,High,2,1,8,2,2,6,5,4,3
473,49,0,0,1245,Research & Development,18,4,Life Sciences,4,Male,58,Medium,5,Research Director,High,Divorced,19502,2125,1,Yes,17,High,3,1,31,5,3,31,9,0,9
474,24,0,0,691,Research & Development,23,3,Medical,2,Male,89,Very High,1,Research Scientist,Very High,Married,2725,21630,1,Yes,11,High,2,2,6,3,3,6,5,1,4
475,26,0,0,703,Sales,28,2,Marketing,1,Male,66,High,2,Sales Executive,Medium,Married,6272,7428,1,No,20,Very High,4,2,6,5,4,5,3,1,4
476,24,0,0,823,Research & Development,17,2,Other,4,Male,94,Medium,1,Laboratory Technician,Medium,Married,2127,9100,1,No,21,Very High,4,1,1,2,3,1,0,0,0
477,50,0,1,1246,Human Resources,3,3,Medical,1,Male,99,High,5,Manager,Medium,Married,18200,7999,1,No,11,High,3,1,32,2,3,32,5,10,7
478,25,0,0,622,Sales,13,1,Medical,2,Male,40,High,1,Sales Representative,High,Married,2096,26376,1,No,11,High,3,0,7,1,3,7,4,0,6
479,24,1,1,1287,Research & Development,7,3,Life Sciences,1,Female,55,High,1,Laboratory Technician,High,Married,2886,14168,1,Yes,16,High,4,1,6,4,3,6,3,1,2
480,30,1,1,448,Sales,12,4,Life Sciences,2,Male,74,Medium,1,Sales Representative,Low,Married,2033,14470,1,No,18,High,3,1,1,2,4,1,0,0,0
481,34,0,0,254,Research & Development,1,2,Life Sciences,2,Male,83,Medium,1,Research Scientist,Very High,Married,3622,22794,1,Yes,13,High,4,1,6,3,3,6,5,1,3
482,31,1,0,1365,Sales,13,4,Medical,2,Male,46,High,2,Sales Executive,Low,Divorced,4233,11512,2,No,17,High,3,0,9,2,1,3,1,1,2
483,35,0,0,538,Research & Development,25,2,Other,1,Male,54,Medium,2,Laboratory Technician,Very High,Single,3681,14004,4,No,14,High,4,0,9,3,3,3,2,0,2
484,31,0,0,525,Sales,6,4,Medical,1,Male,66,Very High,2,Sales Executive,Very High,Divorced,5460,6219,4,No,22,Very High,4,2,13,4,4,7,7,5,7
485,27,0,0,798,Research & Development,6,4,Medical,1,Female,66,Medium,1,Research Scientist,High,Divorced,2187,5013,0,No,12,High,3,2,6,5,2,5,3,0,3
486,37,0,0,558,Sales,2,3,Marketing,4,Male,75,High,2,Sales Executive,High,Married,9602,3010,4,Yes,11,High,3,1,17,3,2,3,0,1,0
487,20,0,0,959,Research & Development,1,3,Life Sciences,4,Female,83,Medium,1,Research Scientist,Medium,Single,2836,11757,1,No,13,High,4,0,1,0,4,1,0,0,0
488,42,0,0,622,Research & Development,2,4,Life Sciences,3,Female,81,High,2,Healthcare Representative,Very High,Married,4089,5718,1,No,13,High,2,2,10,4,3,10,2,2,2
489,43,0,0,782,Research & Development,6,4,Other,2,Male,50,Medium,4,Research Director,Very High,Divorced,16627,2671,4,Yes,14,High,3,1,21,3,2,1,0,0,0
490,38,0,0,362,Research & Development,1,1,Life Sciences,3,Female,43,High,1,Research Scientist,Low,Single,2619,14561,3,No,17,High,4,0,8,3,2,0,0,0,0
491,43,0,1,1001,Research & Development,9,5,Medical,4,Male,72,High,2,Laboratory Technician,High,Divorced,5679,19627,3,Yes,13,High,2,1,10,3,3,8,7,4,7
492,48,0,0,1236,Research & Development,1,4,Life Sciences,4,Female,40,Medium,4,Manager,Low,Married,15402,17997,7,No,11,High,1,1,21,3,1,3,2,0,2
493,44,0,0,1112,Human Resources,1,4,Life Sciences,1,Female,50,Medium,2,Human Resources,High,Single,5985,26894,4,No,11,High,2,0,10,1,4,2,2,0,2
494,34,0,0,204,Sales,14,3,Technical Degree,3,Female,31,High,1,Sales Representative,High,Divorced,2579,2912,1,Yes,18,High,4,2,8,3,3,8,2,0,6
495,27,1,0,1420,Sales,2,1,Marketing,3,Male,85,High,1,Sales Representative,Low,Divorced,3041,16346,0,No,11,High,2,1,5,3,3,4,3,0,2
496,21,0,0,1343,Sales,22,1,Technical Degree,3,Male,49,High,1,Sales Representative,High,Single,3447,24444,1,No,11,High,3,0,3,2,3,3,2,1,2
497,44,0,0,1315,Research & Development,3,4,Other,4,Male,35,High,5,Manager,Very High,Married,19513,9358,4,Yes,12,High,1,1,26,2,4,2,2,0,1
498,22,0,0,604,Research & Development,6,1,Medical,1,Male,69,High,1,Research Scientist,High,Married,2773,12145,0,No,20,Very High,4,0,3,3,3,2,2,2,2
499,33,0,0,1216,Sales,8,4,Marketing,3,Male,39,High,2,Sales Executive,High,Divorced,7104,20431,0,No,12,High,4,0,6,3,3,5,0,1,2
500,32,0,0,646,Research & Development,9,4,Life Sciences,1,Female,92,High,2,Research Scientist,Very High,Married,6322,18089,1,Yes,12,High,4,1,6,2,2,6,4,0,5
501,30,0,1,160,Research & Development,3,3,Medical,3,Female,71,High,1,Research Scientist,High,Divorced,2083,22653,1,No,20,Very High,3,1,1,2,3,1,0,0,0
502,53,0,0,238,Sales,1,1,Medical,4,Female,34,High,2,Sales Executive,Low,Single,8381,7507,7,No,20,Very High,4,0,18,2,4,14,7,8,10
503,34,0,0,1397,Research & Development,1,5,Life Sciences,2,Male,42,High,1,Research Scientist,Very High,Married,2691,7660,1,No,12,High,4,1,10,4,2,10,9,8,8
504,45,1,1,306,Sales,26,4,Life Sciences,1,Female,100,High,2,Sales Executive,Low,Married,4286,5630,2,No,14,High,4,2,5,4,3,1,1,0,0
505,26,0,0,991,Research & Development,6,3,Life Sciences,3,Female,71,High,1,Laboratory Technician,Very High,Married,2659,17759,1,Yes,13,High,3,1,3,2,3,3,2,0,2
506,37,0,0,482,Research & Development,3,3,Other,3,Male,36,High,3,Manufacturing Director,High,Married,9434,9606,1,No,15,High,3,1,10,2,3,10,7,7,8
507,29,0,0,1176,Sales,3,2,Medical,2,Female,62,High,2,Sales Executive,High,Married,5561,3487,1,No,14,High,1,1,6,5,2,6,0,1,2
